,productnaam,prijs
1368,xpg sx6000 lite internal solid state drive 256 gb pci express 3.0 3d tlc nvme m.2 ssd,29
1369,"kingston technology dc500 internal solid state drive 2.5"" 960 gb sata iii 3d tlc [sedc500m/960g] ssd",195
1370,emtec ec128gx200 128 gb externe ssd,43
1371,lacie rugged pro 1000 gb zwart externe ssd,339
1372,adata aswordfish-500g-c internal solid state drive 500 gb pci express 3d nand nvme m.2 ssd,44
1373,intenso al business 120gb usb 3.2 gen.2 externe ssd,36
1374,western digital wds200t1x0l internal solid state drive ssd,469
1375,transcend esd270c 1000 gb zwart externe ssd,129
1376,patriot memory vp4300 2000gb nvme pcie 4.0 m.2 ssd,269
1377,sandisk professional g- pro 1tb m.2 2800mb/s 1000 gb externe ssd,669
1378,sandisk professional g- 2tb m.2-2280 1050mb/s usb-c 10gbps usb 3.2 gen 2 ultra-rugged porta externe ssd,399
1379,western digital wd5000lpcx interne harde schijf,56
1380,"fujitsu s26462-f4625-l514 internal solid state drive 2.5"" 512 gb sata iii ssd",669
1381,verbatim store n go 2.5 1tb usb 3.0 black gen 2,68
1382,delock 18178 hdd protection cover > 2.5”,6
1383,startech.com hdd dock usb 3.0/esata dual uasp,87
1384,ocz revo 350 480gb ssd pci-e,449
1385,delock 62721 intern m.2 adapter voor nvme geheugen,40
1386,"icy box ib-ac703-u3 sata iii usb 3.0 wit 2,5"" behuizing",14
1387,"icy dock mb522sp-b 2x2,5"" trayless hotswap mobile rack voor externe 3,5""",58
1388,be quiet! hdd slot cover bga07,7
1389,lc-power lc-dock-u3-cr basisstation voor opslagstations usb 3.0 type-a zwart,41
1390,toshiba v300 hdd 2000gb sata iii interne harde schijf,64
1391,kioxia exceria pro 2tb nvme 2280 pcie 3.0 gen4 m.2 ssd,439
1392,synology diskstation ds218 red 8tb (2x 4tb) ethernet lan desktop zwart nas,569
1393,"western digital wd_black 3.5"" 8000 gb sata",339
1394,"western digital ultrastar he12 3.5"" 12000 gb sata iii",319
1395,qnap tvs-h474 nas tower ethernet lan zwart g7400 nas,1600
1396,verbatim vi560 s3 1tb m.2 ssd,79
1397,"toshiba p300 6tb 3.5"" sata iii hdwd260uzsva",126
1398,delock 64000 basisstation voor opslagstations zilver,72
1399,equip 133456 usb type c sata zwart kabeladapter/verloopstukje,15
1400,hgst ultrastar sn150 3.2tb ssd pci-e,609
1401,hgst ultrastar he12 12000gb sas interne harde schijf - [0f29530],339
1402,synology rx418 rack (1u) zwart disk array,609
1403,"dell 400-bdqt internal solid state drive 2.5"" 480 gb sata iii ssd",53
1404,transcend 600s 256 gb sata iii m.2 ssd,139
1405,"goodram cx400 gen.2 2.5"" 256 gb sata iii 3d tlc nand ssd",24
1406,toshiba canvio ready externe harde schijf 4000 gb zwart,115
1407,patriot memory p300 2tb nvme pcie 3.0 m.2 ssd,170
1408,intel 670p 2tb m.2 ssd,196
1409,fujitsu 2tb sata 6gb/s,909
1410,gembird ee2-u2s-5 opslagbehuizing,10
1411,corsair c-f4000gbmp600pro internal solid state drive 4000 gb nvme m.2 ssd,649
1412,western digital wd usb 3.0 1tb my passport av-tv zwart,84
1413,corsair mp600 pro xt hydro x edition 2000 gb pci express 4.0 3d tlc nand nvme m.2 ssd,279
1414,intel p41 plus m.2 512 gb pci express 4.0 3d nand nvme ssd,52
1415,seagate game drive stll4000200 externe harde schijf 4000 gb zwart,127
1416,"icy dock mb344sp quad 2,5"" bracket voor 5,25""",16
1417,delock 62703 interfacekaart/-adapter intern m.2,101
1418,"startech.com 4-bay sata hdd dockingstation voor 2.5""/3.5"" ssds/hdds usb 3.1 (10gbps)",269
1419,synology diskstation ds3622xs+ nas tower ethernet lan zwart d-1531 nas,3700
1420,qnap ts-253e nas tower ethernet lan zwart j6412 nas,709
1421,"seagate ironwolf pro st20000nt001 interne harde schijf 3.5"" 20000 gb",599
1422,intenso top performance 1tb m.2 ssd,82
1423,synology unified controller uc3200 san nas,6740
1424,"seagate hdd 3.5"" exos x16 10tb",278
1425,icy box ib-g1826mf-c31 externe m.2 behuizing rgb,42
1426,"toshiba mg08-d 3.5"" 4000 gb sata iii",172
1427,"icy dock mb290sp-1b 2x2,5"" ssd voor interne 3,5"" bay",17
1428,"icy dock mb343spo 5,25"" extern naar 3,5"" + ultra slim odd bay",18
1429,"deltaco map-gd29u3 hdd enclosure 2.5"" zilver opslagbehuizing",22
1430,hgst ultrastar he12 12000gb sata interne harde schijf - [0f30144],319
1431,intel 760p 256gb m.2 ssd,88
1432,transcend 830s 128 gb sata iii m.2 ssd,29
1433,adata agammixs5-256gt-c internal solid state drive 256 gb pci express 3.0 tlc nvme m.2 ssd,31
1434,pny elite 480 gb zilver externe ssd,79
1435,xpg spectrix s40g 2000 gb pci express 3.0 3d tlc nand nvme m.2 ssd,199
1436,delock 61883 converter usb3 - sata3,19
1437,sandberg 2.5'' hard disk mounting kit,9
1438,"manhattan drive enclosure 2.5"" blue stroomvoorziening via usb",9
1439,kioxia exceria plus portable 500gb usb 3.2 gen2 type c externe ssd,77
1440,"icy box ib-120cl-u3 usb 3.0 docking/kopiëer station 2x3,5""/2,5"" jbod",73
1441,intel 670p 512 gb pci express 3.0 3d4 qlc nvme m.2 ssd,58
1442,adata legend 710 1000 gb pci express 3.0 3d nand nvme m.2 ssd,74
1443,silicon power ud90 m.2 1000 gb pci express 4.0 3d nand nvme ssd,129
1444,"mushkin mkns2480gb internal solid state drive 2.5"" 480 gb sata iii 3d tlc ssd",36
1445,"hewlett packard enterprise msa 2060 disk array rack (2u) zilver, zwart",19437
1446,"startech.com 2,5 inch sata/sas ssd/hdd naar 3,5 inch sata harde schijf adapter",20
1447,"digitus da-71108 2.5"" roestvrijstaal opslagbehuizing",9
1448,toshiba x300 10000gb sata interne harde schijf - [hdwr11aezsta],279
1449,"delock 18364 installation frame for 2.5""³ sata drive 8,89 cm (3.5"") opslagschijflade zwart",16
1450,delock 62986 m.2 + msata behuizing met usb-c aansluiting,96
1451,"synology has5300-12t interne harde schijf 3.5"" 12000 gb sas",599
1452,synology rackstation rs1619xs+ data-opslag-server ethernet lan rack (1u) zwart nas nas,2330
1453,"qnap ts-h1886xu-rp-r2 nas rack (3u) ethernet lan zwart, grijs d-1622 nas",4650
1454,fantec db-alu31a schwarz 3.5 sata usb 3.1 typ-c,35
1455,qnap ts-453du j4125 nas,749
1456,icy box ib-1820m-c31 externe m.2 behuizing usb c carbonfiber motief,40
1457,synology ds218play red 4tb 2x 2tb,449
1458,synology diskstation ds120j 88f3720 ethernet lan compact wit nas,239
1459,icy dock mb872mp-b computerbehuizing onderdelen universeel,839
1460,"toshiba p300 3.5"" 2000 gb sata",61
1461,"icy box ib-ac647 m.2 sata adapter voor 9,5mm notebook dvd bay",12
1462,lindy 43231 usb 3.1 (3.1 gen 2) type-c aluminium hdd/ssd-dockingstation,59
1463,lc-power lc-35u3 opslagbehuizing,25
1464,lc-power lc-25u3-7b-alu opslagbehuizing,13
1465,corsair ssd and hard disk drive cloning kit,28
1466,adata ultimate su800 1tb ssd,124
1467,"silicon power armor a60 4000gb zwart, groen externe harde schijf",134
1468,"intel dc p4510 8000gb 2.5"" pci express ssd",1430
1469,emtec ec240gx150 internal solid state drive 240 gb ssd,25
1470,adata xpg sx6000 lite 512gb m.2 ssd,46
1471,pny cs3030 500gb m.2 ssd,82
1472,transcend ts512gmte220s internal solid state drive 512 gb pci express 3.0 nvme m.2 ssd,61
1473,western digital my passport ultra for mac externe harde schijf 5000 gb zilver,176
1474,xpg as40g-4tt-c internal solid state drive 4000 gb pci express 3d nand nvme m.2 ssd,489
1475,"goodram cl100 gen 3 2.5"" 480 gb sata iii 3d tlc nand ssd",38
1476,"transcend esd370c 500 gb zwart, blauw externe ssd",80
1477,nas starterkit synology ds120j + 1x 4tb seagate ironwolf,210
1478,patriot memory vp4300 1000gb nvme pcie 4. m.2 ssd,128
1479,samsung pm991a 1024 gb pci express 3.0 tlc nvme m.2 ssd,91
1480,transcend storejet 25s3,19
1481,transcend 64gb mts800 m.2 ssd,58
1482,digitus da-70431 montagekit,6
1483,verbatim store n save 3.5 6tb usb 3.0 gen 2,121
1484,"fantec 225u3-6g harddiskbehuizing 2,5""",17
1485,"fantec 3,5 ""sata hdd behuizing",30
1486,fantec hdd sneaker usb 3.0 docking,29
1487,icy box ib-3680u3 8 x 3.5 sata behuizing jbod of raid,389
1488,"conceptronic 3.5"" hard disk box usb 3.0",32
1489,"startech.com 2-bay 2,5 inch hot-swappable sata mobile rack backplane",57
1490,"startech.com usb 3.0 sata harde-schijfduplicator- en wisserdock 2,5/3,5/ssd",96
1491,delock 62590 interfacekaart/-adapter intern m.2,116
1492,logilink qp0028 basisstation voor opslagstations,66
1493,"i-tec camysafedual25 behuizing voor opslagstations 2.5"" hdd-/ssd-behuizing grijs",31
1494,qnap ts-364 nas tower ethernet lan wit nas,499
1495,"icy box ib-377-c31 externe 3,5"" behuizing sata usb c",42
1496,"silicon power armor a30 2.5"" hdd-behuizing wit",14
1497,deltaco map-gd35u3 basisstation voor opslagstations usb 3.0 type-a zwart,54
1498,raidsonic ib-180mc-c31 dockingstation m.2 nvme&sata ssd,54
1499,"qnap tl-d800s behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart, grijs nas",679
1500,synology diskstation ds120j 88f3720 ethernet lan compact wit nas,339
1501,transcend 220q 2.5 500gb sata iii ssd,38
1502,"qnap ts-431x3-4g, 4 bay nas (no disk),al-314,4gb,10gbe sfp +(1) ,2.5gbe(1),gbe(1),twr,2yr nas",739
1503,qnap tvs-h1288x ethernet lan tower zwart nas nas,3510
1504,lindy 40554 montagekit,10
1505,unitek y-3032 basisstation voor opslagstations usb 3.2 gen 1 (3.1 gen 1) type-a zwart,45
1506,"delock 63991 basisstation voor opslagstations usb 3.2 gen 1 (3.1 gen 1) type-b zwart, grijs",90
1507,phanteks ph-hddkt_02 universeel hdd-behuizing computerbehuizing onderdelen,7
1508,innovation it 00-240999 240gb solid state drive ssd,21
1509,verbatim vx500 120gb zilver externe ssd,43
1510,"intel ® d3-s4610 series (480gb, 2.5in sata 6gb/s, 3d2, tlc) ssd",209
1511,"kingston technology dc500 internal solid state drive 2.5"" 3840 gb sata iii 3d tlc [sedc500r/3840g] ssd",529
1512,innovation it 00-512555 internal solid state drive 512 gb sata iii tlc m.2 ssd,51
1513,pny cs2130 500gb m.2 ssd,63
1514,"leven 2.5"" 256gb js600 ssd",23
1515,"patriot memory p210 2.5"" 128 gb sata iii ssd",16
1516,patriot memory vpr100 1000gb nvme pcie 3.0 rgb m.2 ssd,219
1517,synology snv3400-800g internal solid state drive 800 gb pci express 3.0 nvme m.2 ssd,369
1518,lacie d2 professional externe harde schijf 18000 gb zwart,699
1519,owc aura pro x2 m.2 480 gb pci express 3.1 3d tlc nvme ssd,161
1520,corsair force mp600 pro nh 500gb m.2 ssd,79
1521,seagate ironwolf 525 1000 gb pci express 4.0 3d tlc nvme m.2 ssd,229
1522,synology snv3510 800 gb pci express 3.0 nvme m.2 ssd,379
1523,icy box ib-111stu3-wh usb 3.0 dockingstation alu/wit,42
1524,kingston technology sna-b opslagbehuizing,17
1525,"sandisk ultra 3d 2.5"" 1000 gb sata iii 3d nand ssd",131
1526,gigabyte aorus gen4 5000e 500gb m.2 pci express 4.0 3d tlc nand nvme ssd,72
1527,itec usb3stada,21
1528,"startech.com 5,25 inch hot-swappable mobile rack voor 3,5 inch harde schijf",26
1529,"startech.com usb 3.0 naar sata 6 gbps hard drive docking station met 4 bays, uasp & dubbele ventilat",194
1530,"startech.com usb 3.1 (10bps) dubbel harddisk docking station voor 2,5 en/of 3,5"" sata ssd/hdd",117
1531,logilink qp0027 basisstation voor opslagstations,50
1532,akasa ak-hda-12 computerbehuizing onderdelen rack hdd-behuizing,17
1533,"i-tec c31mysafe35 behuizing voor opslagstations 3.5"" hdd-behuizing aluminium, turkoois",32
1534,"manhattan drive enclosure 3.5"" black zwart 3.5""",26
1535,"synology has5300-8t interne harde schijf 3.5"" 8000 gb sas",399
1536,transcend storejet cloud 110n ethernet lan compact zwart nas,249
1537,verbatim vi550 2.5 256gb sata iii ssd,34
1538,"icy box-1121-c31 usb docking station 2.5/3.5"" hdd-/ssd antraciet, zwart",44
1539,"western digital ultrastar dc hc520 12tb 3.5"" 12000 gb sata iii",359
1540,"seagate ironwolf pro st6000nt001 interne harde schijf 3.5"" 6000 gb",229
1541,lc-power lc-m2-c-multi-3 behuizing voor opslagstations sdd-behuizing antraciet m.2,27
1542,icy box ib-182amu3 behuizing voor opslagstations m.2 sdd-behuizing zwart,19
1543,synology diskstation ds120j 88f3720 ethernet lan compact wit nas,209
1544,synology flashstation fs3600 data-opslag-server d-1567 ethernet lan rack (2u) zwart nas nas,8990
1545,synology diskstation ds220+ j4025,939
1546,synology hdd hat5300 12tb,509
1547,transcend mts800 32gb m.2 ssd,37
1548,delock 18000 drive bay panel,16
1549,"itec usb 3.0 mysafe alubasic 2.5""",13
1550,digitus usb 3.0 - ide & sata,50
1551,"seagate sshd 2.5"" 1tb st1000lx015 firecuda",86
1552,"startech.com schijf docking station voor 2.5 / 3.5"" sata drives usb 3.1 (usb-a, usb-c) of esata",81
1553,"digitus da-71106 2.5/3.5"" zwart opslagbehuizing",34
1554,transcend mts820 sata iii - [ts120gmts820s] m.2 ssd,25
1555,transcend jet 855 240gb wit externe ssd,183
1556,"samsung pm883 3840 gb sata iii 2.5"" ssd",779
1557,owc aura pro x 480 gb pci experess [owcs3dapb4mb05k] ssd pci-e,591
1558,"kingston technology dc500 internal solid state drive 2.5"" 1920 gb sata iii 3d tlc [sedc500m/1920g] ssd",349
1559,lacie rugged 2000 gb oranje externe ssd,349
1560,adata xpg gammix s50 lite 1tb m.2 ssd,90
1561,pny cs900 500 gb sata iii 3d nand m.2 ssd,65
1562,samsung pm881 512 gb sata iii 3d tlc nand nvme m.2 ssd,74
1563,sandisk g-drive pro externe harde schijf 18000 gb roestvrijstaal,1080
1564,delock 18105 montagekit,5
1565,adj ah250,9
1566,adata ultimate su650 480 gb sata iii 3d tlc m.2 ssd,43
1567,"synology 2.5"" sata 960gb 2.5"" sata iii ssd",389
1568,corsair force mp600 500 gb pci express 4.0 nvme m.2 ssd,93
1569,seagate onetouch 4tb desktop hub usb 3.0 stlc4000400,113
1570,fantec db-alusky u2e zwart,23
1571,icy box-rd3680su 8 x 3.5 sata behuizing raid,479
1572,"icy box ib-366stu3b externe 3,5"" behuizing sata usb",66
1573,"icy box ib-ac603a u3 adapter usb naar 2,5"" sata+power",17
1574,"samsung pm893 2.5"" 3840 gb sata iii v-nand tlc ssd",399
1575,"samsung pm9a3 2.5"" 3840 gb pci express 4.0 v-nand tlc nvme ssd",449
1576,intel d7 p5520 u.2 7680 gb pci express 4.0 tlc 3d nand nvme ssd,1170
1577,patriot memory viper vpr400 512 gb pci express 4.0 m.2 ssd,74
1578,mushkin element m.2 2000 gb pci express 3.0 3d nand nvme ssd,115
1579,akasa ssd & hdd adapter,7
1580,synology adapter 60w_1 binnen 60w zwart netvoeding & inverter,29
1581,assmann electronic da-71112 zwart opslagbehuizing,25
1582,lc-power lc-25u3-7b opslagbehuizing,12
1583,"toshiba p300 3.5"" 2000 gb nl-sata",73
1584,"dell 8cgtn interne harde schijf 3.5"" 1000 gb sata",464
1585,"icy dock mb998tp-b 2,5"" nano tray voor mb998 series",32
1586,synology diskstation ds218 red 6tb (2x 3tb) ethernet lan desktop zwart nas,539
1587,icy box ib-1816m-c31 externe m.2 behuizing usb c zwart,39
1588,"nedis hardeschijfbehuizing | 3.5"" | sata ii-aansluiting | usb 3.0 | 5 gbps [hdde35200bk]",25
1589,delock 64177 basisstation voor opslagstations usb 3.2 gen 2 (3.1 gen 2) type-c zwart,160
1590,lc-power lc-m2-c-nvme-2 behuizing voor opslagstations sdd-behuizing zwart m.2,30
1591,lindy 43359 basisstation voor opslagstations,85
1592,icy dock mb492tkl-b tougharmor mb492tkl-b drive tray for mb492skl-b,37
1593,"qnap tl-d1600s behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart, grijs nas",1210
1594,"fujitsu s26361-f5729-l190 interne harde schijf 2.5"" 900 gb sas",509
1595,qnap ts-231p3 al314 ethernet lan tower wit nas nas,439
1596,"hewlett packard enterprise r0q59a interne harde schijf 3.5"" 8000 gb sas",619
1597,unitek y-3324 basisstation voor opslagstations usb 3.2 gen 1 (3.1 gen 1) type-a zwart,29
1598,conceptronic abby02b kabeladapter/verloopstukje usb c sata zwart,11
1599,qnap ts-873a-8g data-opslag-server nas tower ethernet lan zwart v1500b nas,1300
1600,startech.com esata/usb 3.0 harde-schijfduplicatordock standalone hdd-kloner met sata 6 gbps voor sup,137
1601,"genesis rhino usb 2.0 hdd enclosure 2.5"" behuizing",8
1602,"lc-power lc-ada-525-25-nb 5.25"" carrier panel zwart, groen drive bay panel",9
1603,qnap ts-431xeu nas rack 1u 10 gigabit ethernet lan nas,699
1604,"seagate hdd 2,5"" 500gb barracuda pro",57
1605,lc-power lc-pro-25bub opslagbehuizing,10
1606,toshiba l200 500gb - [hdwj105uzsva],47
1607,"icy dock tougharmor mb991u3-1sb externe 2,5"" sata behuizing usb",176
1608,"icy box ib-234u3a externe 2,5"" behuizing sata usb 3.0",20
1609,toshiba l200 500gb 500gb sata iii,53
1610,verbatim store n save 3.5 4tb usb 3.0 gen 2,104
1611,"startech.com schijf behuizing voor 2.5"" sata ssd /hdd usb 3.1 (10gbps) usb-a, usb-c",49
1612,synology disk tray (type r7),27
1613,netgear readynas 422 nas desktop ethernet lan zwart - [rn422e6-100nes],1710
1614,transcend jetdrive 850 480gb pci express 3.0 m.2 ssd,182
1615,"intel ® d3-s4610 series (1.92tb, 2.5in sata 6gb/s, 3d2, tlc) ssd",489
1616,digittrade hs256s 500gb externe harde schijf zwart,699
1617,silicon power 1024gb pci-e ace a80 gen 3x4 internal solid state drive 1000 gb m.2 ssd,125
1618,"kingston technology kc600 2.5"" 512 gb sata iii 3d tlc ssd",95
1619,"samsung pm1733 2.5"" 7680 gb pci express 4.0 nvme ssd",1300
1620,"lexar ns100 2.5"" 128 gb sata iii ssd",24
1621,"goodram pr-cl100-120-g3 internal solid state drive 2.5"" 120 gb sata iii 3d tlc ssd",18
1622,"goodram cx400 gen.2 2.5"" 512 gb sata iii 3d tlc nand ssd",41
1623,intenso al business 500gb usb 3.2 gen.2 externe ssd,53
1624,sandisk g-drive pro externe harde schijf 6000 gb roestvrijstaal,499
1625,"icy dock dual bay 2.5"" sata mobile rack 2xssd in 3,5"" bay",81
1626,"logilink ua0115 opslagbehuizing 2,5"" sata usb",18
1627,"logilink ad0011 3,5 to 2,5 bracket intern",7
1628,"intel sc2kb240gz01 internal solid state drive 2.5"" 240 gb sata iii ssd",104
1629,"seagate one touch hub externe harde schijf 8000 gb zwart, grijs",171
1630,sandisk g-drive externe harde schijf 4000 gb roestvrijstaal,229
1631,silicon power ud90 m.2 250 gb pci express 4.0 3d nand nvme ssd,52
1632,lacie mobile drive (2022) externe harde schijf 1000 gb zilver,84
1633,kingston technology sna-br2/35 montagekit,4
1634,"startech.com 2,5 inch usb 3.0 sata ssd harde schijf behuizing",33
1635,"startech.com 2,5 naar 3,5 inch aluminium sata-harde-schijfadapterbehuizing met ssd / hdd-hoogte van",27
1636,"startech.com usb 3.0 / esata trayless 3,5 inch sata iii harde-schijfbehuizing met dubbele bay en uas",145
1637,adata externe behuizing ed600 usb 3.1 2.5 voor ssd/hdd,17
1638,toshiba l200 hdd 1000gb sata iii interne harde schijf - [hdwl110ezsta],49
1639,delock 42635 behuizing voor opslagstations sdd-behuizing zwart m.2,47
1640,synology diskstation ds218 red 4tb (2x 2tb) ethernet lan desktop zwart nas,479
1641,raidsonic ib-127cl-u3 basisstation voor opslagstations zwart,71
1642,"seagate ironwolf pro st10000nt001 interne harde schijf 3.5"" 10000 gb",349
1643,qnap tvs-h674 nas tower ethernet lan zwart i3-12100 nas,2240
1644,"digitus da-71116 behuizing voor opslagstations 2.5"" hdd-/ssd-behuizing zwart",30
1645,transcend mts830s 2tb sata iii m.2 ssd,319
1646,transcend mts832s 256gb sata iii m.2 ssd,53
1647,"western digital ultrastar dc hc330 3.5"" 10000 gb sas",309
1648,verbatim vi560 s3 512gb m.2 ssd,67
1649,"qnap tl-d800c behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart, grijs nas",539
1650,"wd hdd 3.5"" 8tb wd8001fzbx black",359
1651,"icy box ib-rd3802-c31 usb type-c raid behuizing 2x3,5""",126
1652,"startech.com usb 3.0 standalone eraser docking station voor 2.5"" en 3.5"" sata ssd/hdd schijven",309
1653,"hewlett packard enterprise microserver gen10 sff nhp sata converter kit hdd enclosure 2.5""",9
1654,"startech.com standalone docking station en schijf wisser voor 2.5""/3.5"" sata schijven usb 3.0 4kn on",369
1655,"qnap ts-431xeu nas rack (1u) ethernet lan zwart, roestvrijstaal - [ts-431xeu-8g] nas",819
1656,"lc-power lc-35u3-becrux-c1 hdd enclosure 3.5"" zwart opslagbehuizing",29
1657,asustor as7004t-i5 nas ethernet lan zwart data-opslag-server,1370
1658,"icy dock mb322sp-b 2x2,5"" sata mobile rack+3,5"" sata voor externe 5,25""",66
1659,verbatim store n save 3.5 2tb usb 3.0 gen 2,88
1660,"delock 89472 intern m.2 pci-express-kaart, één slot",34
1661,"silicon power armor a62 1000gb zwart, rood externe harde schijf",66
1662,western digital my passport ultra for mac (2019) 2tb zilver,129
1663,"innovation it 00-512999 internal solid state drive 2.5"" 512 gb sata iii tlc ssd",36
1664,"kingston technology dc500 internal solid state drive 2.5"" 3840 gb sata iii 3d tlc [sedc500m/3840g] ssd",629
1665,wd mycloud ex4100 nas 8tb,829
1666,"kingston technology dc450r 2.5"" 1920 gb sata iii 3d tlc ssd",259
1667,transcend 820s 960 gb sata iii tlc m.2 ssd,86
1668,kingston technology dc1000b 240 gb pci express 3.0 3d tlc nand nvme m.2 ssd,102
1669,fantec qb-35u31r disk array toren zwart,289
1670,promise technology pegasus32 r6 disk array 48 tb toren zwart,3730
1671,"samsung pm1643a 2.5"" 1920 gb sas ssd",419
1672,"samsung pm1643a 2.5"" 960 gb sas ssd",249
1673,"kingston technology dc450r 2.5"" 7680 gb sata iii 3d tlc ssd",949
1674,transcend storejet 25m3c 4tb grijs,140
1675,toshiba canvio advance externe harde schijf 1000 gb rood,58
1676,kingston technology dc1000b 960 gb pci express 3.0 3d tlc nvme m.2 ssd,219
1677,"lexar nq100 2.5"" 480 gb sata iii ssd",60
1678,gigabyte m30 1000 gb pci express 3.0 tlc 3d nand nvme m.2 ssd,116
1679,seagate firecuda gaming hub externe harde schijf 8000 gb zwart,191
1680,corsair ex100u 4tb externe ssd,629
1681,chieftec sdc-025 drive bay panel,7
1682,synology disk tray (type d7),11
1683,supermicro mcp-290-00053-0n montagekit,129
1684,kingston technology dc1500m u.2 enterprise 960 gb pci express 3.0 3d tlc nvme ssd,259
1685,"icy box ib-565ssk backplane 5x 3,5"" sata",178
1686,adata legend 840 512 gb pci express 4.0 3d nand nvme m.2 ssd,91
1687,adata legend 750 500 gb pci express 3.0 3d nand nvme m.2 ssd,54
1688,sandisk g-drive pro externe harde schijf 20000 gb grijs,1190
1689,"conceptronic 2,5"" harddisk box mini white stroomvoorziening via usb",10
1690,seagate one touch desktop externe harde schijf 20000 gb zwart,439
1691,western digital ultrastar sda-1t00-g27 internal solid state drive 1000 gb sata iii slc ssd,81
1692,"samsung pm893 2.5"" 1920 gb sata iii v-nand tlc ssd",239
1693,aixcase aix-bl35su3 opslagbehuizing,37
1694,"icy dock mb996sp-6sb 6x2,5"" sata behuizing voor externe 5,25""",195
1695,"phanteks ssd-montage bracket 2x 2,5""",9
1696,"icy dock mb326sp-b 6x2,5"" sata  hot swap rack (1u) zwart disk array",109
1697,"toshiba p300 3.5"" 4000 gb sata iii",103
1698,toshiba mg04sca40en 4000gb sas interne harde schijf,180
1699,"toshiba hdwr31eezsta interne harde schijf 3.5"" 14000 gb sata iii",349
1700,"icy dock mb508sp-b 8x2,5"" sata behuizing backplane voor 2x 5,25""",309
1701,qnap ts-464u nas rack (1u) ethernet lan zwart nas,1200
1702,qnap ts-435xeu nas rack (1u) ethernet lan nas,889
1703,"gembird ee2-u3s-2-b behuizing voor opslagstations hdd-behuizing blauw 2.5""",18
1704,"startech.com usb-c 10gbps naar m.2 nvme or m.2 sata ssd behuizing, gereedschaploze externe m.2 pcie/",86
1705,"hgst ultrastar 7k6 3.5"" 6000 gb sata iii",259
1706,qnap ts-410e nas tower ethernet lan zwart nas,1050
1707,silicon power pd60 sdd-behuizing zwart m.2,28
1708,"icy box ib-200t-c3 behuizing voor opslagstations 2.5""",22
1709,"western digital ultrastar wd5000lpsx interne harde schijf 2.5"" 500 gb sata iii",74
1710,icy box ac627 flightcase voor schijven,58
1711,synology diskstation ds220+ j4025,1090
1712,"qnap ts-877xu-rp 2600 ethernet lan rack (2u) zwart, grijs nas",4330
1713,unitek y-3027 basisstation voor opslagstations usb 3.2 gen 1 (3.1 gen 1) type-c zilver,58
1714,"unitek y-3036 behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5""",15
1715,"seagate exos x18 3.5"" 18000 gb sata iii",379
1716,synology rackstation rs2421rp+ data-opslag-server nas rack (2u) ethernet lan zwart v1500b nas,2580
1717,kioxia exceria plus g2 2tb nvme 2280 m.2 ssd,349
1718,"synology disk tray (type r3) 2.5/3.5"" bezel panel",9
1719,akasa ak-hda-10bk montagekit,10
1720,qnap ts-453be nas mini toren ethernet lan zwart - [ts-453be-2g] nas,589
1721,port designs colorado shock zwart,11
1722,dell 400-aowp 600gb sas interne harde schijf,219
1723,"itec mysafe advanced 3.5"" usb 3.0",25
1724,transcend 64gb 420k (mlc) 64gb ssd,61
1725,"silverstone fs304 3.5"" zwart nas",125
1726,delock 62486 converter usb 3.0 > sata 6gb/s,36
1727,rivacase 9101 (pu) hdd case red,10
1728,"delock 47226 2.5"" zwart opslagbehuizing",49
1729,"raidon ir2022 2x2,5"" sata behuizing raid voor externe 5,25""",259
1730,netgear readynas 424 nas desktop ethernet lan zwart - [rn424e4-100nes],2210
1731,startech.com usb31c2sat3 usb type-c usb 3.1 1 x sata 7+15 pin zwart kabeladapter/verloopstukje,66
1732,intel 240 gb - sata - intern ssd,107
1733,intel 960 gb - sata - intern ssd,219
1734,transcend ts960gjdm855 960 gb externe ssd,349
1735,"verbatim 512gb sata iii 2.5"" ssd",56
1736,transcend 110s internal solid state drive 1000 gb pci express nvme m.2 ssd,78
1737,transcend esd230c 480 gb zwart externe ssd,86
1738,emtec ec512gx200 512 gb externe ssd,66
1739,pny pro elite 500 gb zilver externe ssd,121
1740,"kingston technology kc600 2.5"" 1024 gb sata iii 3d tlc ssd",155
1741,"samsung pm883 2.5"" 7680 gb sata iii v-nand tlc ssd",1140
1742,verbatim store n go 256gb portable usb 3.2 externe ssd,71
1743,"samsung pm1733 2.5"" 1920 gb pci express 4.0 nvme ssd",489
1744,"lexar ns100 2.5"" 256 gb sata iii ssd",37
1745,intenso al professional 250gb brons usb 3.1 gen.2 externe ssd,60
1746,"lexar ns100 2.5"" 1000 gb sata iii ssd",88
1747,"goodram cx400 gen.2 2.5"" 128 gb sata iii 3d tlc nand ssd",18
1748,intenso al business 1tb usb 3.2 gen.2 externe ssd,89
1749,"kioxia cd6-r 2.5"" 1920 gb pci express 4.0 3d tlc nvme ssd",529
1750,goodram hl100 2048 gb grijs externe ssd,173
1751,"western digital ultrastar dc sn840 2.5"" 3840 gb pci express 3.1 3d tlc nvme ssd",799
1752,synology disk tray (type r6),20
1753,"transcend 64gb 2.5"" pata mlc 64gb ssd",126
1754,crucial ctssdinstallac montagekit,28
